city,feature,method,bhattacharyya,jm_distance,chi2,chi2_p,cramers_v,separability
Bucha,s2__composite__b8a__prebattle_baseline_mean,bhattacharyya,0.011950884851928153,0.02375951331561099,,,,poor
Bucha,s2__composite__b8a__prebattle_baseline_std,bhattacharyya,0.130975359217676,0.24552122002083077,,,,poor
Bucha,s2__composite__b8a__winter_baseline_max,bhattacharyya,0.03943293248056915,0.07733114771222938,,,,poor
Bucha,s2__composite__b8a__winter_baseline_mean,bhattacharyya,0.011950884851928153,0.02375951331561099,,,,poor
Bucha,s2__composite__b8a__winter_baseline_std,bhattacharyya,0.130975359217676,0.24552122002083077,,,,poor
Bucha,s2__composite__cire__post_winter_baseline_max,bhattacharyya,0.032170776555820894,0.06331760403382924,,,,poor
Bucha,s2__composite__cire__post_winter_baseline_mean,bhattacharyya,0.07800417132398052,0.15007886354941435,,,,poor
Bucha,s2__composite__cire__post_winter_baseline_std,bhattacharyya,0.029885544775797027,0.05888677506742557,,,,poor
Bucha,s2__composite__cire__prebattle_baseline_max,bhattacharyya,0.011334521626030089,0.022541055886486916,,,,poor
Bucha,s2__composite__cire__prebattle_baseline_mean,bhattacharyya,0.05156692348638904,0.1005198241650409,,,,poor
Bucha,s2__composite__cire__prebattle_baseline_std,bhattacharyya,0.030675953699951714,0.0604204420913097,,,,poor
Bucha,s2__composite__cire__winter_baseline_max,bhattacharyya,0.011334521626030089,0.022541055886486916,,,,poor
Bucha,s2__composite__cire__winter_baseline_mean,bhattacharyya,0.05156692348638904,0.1005198241650409,,,,poor
Bucha,s2__composite__cire__winter_baseline_std,bhattacharyya,0.030675953699951714,0.0604204420913097,,,,poor
Bucha,s2__composite__mndwi__post_winter_baseline_max,bhattacharyya,0.12607666407861473,0.23690547763155756,,,,poor
Bucha,s2__composite__mndwi__post_winter_baseline_mean,bhattacharyya,0.04925077036279753,0.09611523834403402,,,,poor
Bucha,s2__composite__mndwi__post_winter_baseline_std,bhattacharyya,0.15573275823838065,0.28842427585964847,,,,poor
Bucha,s2__composite__mndwi__prebattle_baseline_max,bhattacharyya,0.054535181098091225,0.10614961119268096,,,,poor
Bucha,s2__composite__mndwi__prebattle_baseline_mean,bhattacharyya,0.03097452568681649,0.060999459770066045,,,,poor
Bucha,s2__composite__mndwi__prebattle_baseline_std,bhattacharyya,0.10431874066056399,0.19812382790001903,,,,poor
Bucha,s2__composite__mndwi__winter_baseline_max,bhattacharyya,0.054535181098091225,0.10614961119268096,,,,poor
Bucha,s2__composite__mndwi__winter_baseline_mean,bhattacharyya,0.03097452568681649,0.060999459770066045,,,,poor
Bucha,s2__composite__mndwi__winter_baseline_std,bhattacharyya,0.10431874066056399,0.19812382790001903,,,,poor
Bucha,s2__composite__ndbi__post_winter_baseline_max,bhattacharyya,0.06121929650380483,0.11876611370056067,,,,poor
