city,feature,n_damaged,n_control,mean_damaged,mean_control,std_damaged,std_control,cohens_d,mann_whitney_u,mann_whitney_p,rank_biserial,significant_005,effect_size_label
Bucha,s2__composite__b11__winter_baseline,194,1468,0.19293503,0.1840111,0.030433247,0.02552717,0.3413257598876953,166065.0,0.00016490152659636725,-0.1662195567291216,True,small
Bucha,s2__composite__b12__winter_baseline,194,1468,0.19620748,0.18613623,0.032342307,0.02926801,0.3397647440433502,168818.5,2.601860812808865e-05,-0.1855564763055142,True,small
Bucha,s2__composite__b8a__winter_baseline,194,1468,0.33354676,0.3186449,0.08358799,0.06735793,0.2146001160144806,155898.0,0.031624118952102445,-0.09482007921570834,True,small
Bucha,s2__composite__cire__winter_baseline,194,1468,0.034874998,0.05016406,0.060078003,0.07357923,-0.21193763613700867,127608.0,0.018581033045000982,0.1038512317761735,True,small
Bucha,s2__composite__mndwi__winter_baseline,194,1468,0.20689546,0.18444277,0.14665037,0.1131083,0.19108502566814423,154554.0,0.05296628750724398,-0.08538161184302928,False,negligible
Bucha,s2__composite__ndbi__winter_baseline,194,1468,-0.26597384,-0.25263736,0.12848936,0.103338555,-0.12514515221118927,136772.0,0.37071628243742594,0.039495491446388975,False,negligible
Bucha,s2__composite__ndre__winter_baseline,194,1468,0.02060427,0.0319358,0.034797773,0.038991407,-0.2941169738769531,118844.0,0.00017764046322475257,0.16539790443551783,True,small
Bucha,s2__composite__ndvi__winter_baseline,194,1468,0.052282874,0.06808528,0.040908813,0.05307433,-0.3050253093242645,118175.0,0.00011556458524025215,0.17009607011432903,True,small
Bucha,s2__composite__ndwi__winter_baseline,194,1468,-0.06269889,-0.07167633,0.055401374,0.060201354,0.15046873688697815,151002.0,0.17074978033861832,-0.06043709092952043,False,negligible
Bucha,s2__obs_count__winter_baseline,194,1468,4.9948454,4.9993186,0.071795814,0.026099788,-0.12906034290790558,141759.0,0.09155465724648665,0.004473440265176043,False,negligible
Bucha,s2__composite__b02__delta,194,1468,-0.1499488,-0.1396295,0.11146895,0.074772276,-0.12913772463798523,142501.0,0.9867285940802335,-0.0007373802634904614,False,negligible
Bucha,s2__composite__b03__delta,194,1468,-0.14780931,-0.13512042,0.10641265,0.07269757,-0.16399021446704865,139249.0,0.6164761531250738,0.02210033989718807,False,negligible
Bucha,s2__composite__b04__delta,194,1468,-0.15020561,-0.13349208,0.11025645,0.07517946,-0.20878539979457855,136251.0,0.32804280236312877,0.04315430208713733,False,small
Bucha,s2__composite__b05__delta,194,1468,-0.14724225,-0.13823462,0.089541435,0.06449563,-0.13269157707691193,139683.0,0.6659101095252398,0.019052501474760564,False,negligible
Bucha,s2__composite__b07__delta,194,1468,-0.13883577,-0.12851518,0.0840702,0.05846994,-0.16648292541503906,136453.0,0.34419451304898374,0.04173572291356498,False,negligible
Bucha,s2__composite__b08__delta,194,1468,-0.152037,-0.13157539,0.11032431,0.07483177,-0.25649550557136536,131544.0,0.08411193612094765,0.07621000589904214,False,small
